   0.9801000000000000E+00,   0.1980000000000000E-01,   0.1000000000000000E-03,  -0.1980000000000000E+01,   0.1960000000000000E+01,   0.2000000000000000E-01,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.9604000000000000E+00,   0.3920000000000001E-01,   0.4000000000000001E-03,  -0.1960000000000000E+01,   0.1920000000000000E+01,   0.4000000000000000E-01,   0.2000000000000000E+01,  -0.4000000000000001E+01,   0.2000000000000000E+01,
   0.9409000000000000E+00,   0.5819999999999999E-01,   0.9000000000000000E-03,  -0.1940000000000000E+01,   0.1880000000000000E+01,   0.6000000000000000E-01,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.9216000000000000E+00,   0.7679999999999999E-01,   0.1600000000000000E-02,  -0.1920000000000000E+01,   0.1840000000000000E+01,   0.8000000000000000E-01,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.9025000000000001E+00,   0.9500000000000001E-01,   0.2500000000000001E-02,  -0.1900000000000000E+01,   0.1800000000000000E+01,   0.1000000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000001E+01,   0.2000000000000000E+01,
   0.8835999999999999E+00,   0.1128000000000000E+00,   0.3600000000000000E-02,  -0.1880000000000000E+01,   0.1760000000000000E+01,   0.1200000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.8649000000000000E+00,   0.1302000000000000E+00,   0.4900000000000002E-02,  -0.1860000000000000E+01,   0.1720000000000000E+01,   0.1400000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000001E+01,   0.2000000000000000E+01,
   0.8464000000000000E+00,   0.1472000000000000E+00,   0.6400000000000000E-02,  -0.1840000000000000E+01,   0.1680000000000000E+01,   0.1600000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.8281000000000001E+00,   0.1638000000000000E+00,   0.8100000000000000E-02,  -0.1820000000000000E+01,   0.1640000000000000E+01,   0.1800000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.8100000000000001E+00,   0.1800000000000000E+00,   0.1000000000000000E-01,  -0.1800000000000000E+01,   0.1600000000000000E+01,   0.2000000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
   0.7921000000000000E+00,   0.1958000000000000E+00,   0.1210000000000000E-01,  -0.1780000000000000E+01,   0.1560000000000000E+01,   0.2200000000000000E+00,   0.2000000000000000E+01,  -0.4000000000000000E+01,   0.2000000000000000E+01,
